"Line Number","Product Part","Product Name","Start Date","End Date","Net Unit Price","Max Quantity","UOM","Net Unit Price UOM","Active"
"1.157","B90455","Oracle Autonomous Transaction Processing - Exadata Storage - Terabyte Storage Capacity Per Month","10-01-2020","09-30-2025",79.75130000,,"TB STORAGE CAP PER MONTH","Monthly","true"
"1.135","B90555","Oracle Identity Cloud Service - Enterprise User - User Per Month","10-01-2020","09-30-2025",2.15540000,,"USER PER MONTH","Monthly","true"
"1.159","B90556","Oracle Identity Cloud Service - Consumer User - User Per Month","10-01-2020","09-30-2025",0.01080000,,"USER PER MONTH","Monthly","true"
"1.207","B90557","Oracle Identity Cloud Service - Enterprise User - BYOL - User Per Month","10-01-2020","09-30-2025",0.43110000,,"USER PER MONTH","Monthly","true"
"1.097","B90558","Oracle Identity Cloud Service - Consumer User - BYOL - User Per Month","10-01-2020","09-30-2025",0.00220000,,"USER PER MONTH","Monthly","true"
"1.136","B90569","Oracle Base Database Service - Standard - OCPU Per Hour","10-01-2020","09-30-2025",0.14480000,,"OCPU PER HOUR","Monthly","true"
"1.137","B90570","Oracle Base Database Service - Enterprise - OCPU Per Hour","10-01-2020","09-30-2025",0.28970000,,"OCPU PER HOUR","Monthly","true"
"1.160","B90571","Oracle Base Database Service - High Performance - OCPU Per Hour","10-01-2020","09-30-2025",0.59750000,,"OCPU PER HOUR","Monthly","true"
"1.098","B90572","Oracle Base Database Service - Extreme Performance - OCPU Per Hour","10-01-2020","09-30-2025",0.90530000,,"OCPU PER HOUR","Monthly","true"
"1.118","B90573","Oracle Base Database Service - BYOL - OCPU Per Hour","10-01-2020","09-30-2025",0.10430000,,"OCPU PER HOUR","Monthly","true"
"1.161","B90617","Oracle Functions - Execution Time - 10,000 Gigabyte Memory-Seconds","10-01-2020","09-30-2025",0.00000000,40,"10K GB MEM-SEC","Monthly","true"
"1.161","B90617","Oracle Functions - Execution Time - 10,000 Gigabyte Memory-Seconds","10-01-2020","09-30-2025",0.07640000,999999999,"10K GB MEM-SEC","Monthly","true"
"1.162","B90618","Oracle Functions - Invocations - 1,000,000 Function Invocations","10-01-2020","09-30-2025",0.00000000,2,"1M FX IVCX","Monthly","true"
"1.162","B90618","Oracle Functions - Invocations - 1,000,000 Function Invocations","10-01-2020","09-30-2025",0.10780000,999999999,"1M FX IVCX","Monthly","true"
"1.253","B90777","Oracle Cloud Infrastructure - Database Exadata Infrastructure - Base System - Hosted Environment Per Hour","10-01-2020","09-30-2025",7.24280000,,"HSTD ENVIRONMENT PER HOUR","Monthly","true"
"1.199","B90925","Oracle Cloud Infrastructure - Monitoring - Ingestion - Million Datapoints","10-01-2020","12-31-2999",0.00000000,500,"MILLION DATAPOINTS","Monthly","true"
"1.199","B90925","Oracle Cloud Infrastructure - Monitoring - Ingestion - Million Datapoints","10-01-2020","12-31-2999",0.00130000,999999999,"MILLION DATAPOINTS","Monthly","true"
"1.099","B90926","Oracle Cloud Infrastructure - Monitoring - Retrieval - Million Datapoints","10-01-2020","12-31-2999",0.00000000,1000,"MILLION DATAPOINTS","Monthly","true"
"1.099","B90926","Oracle Cloud Infrastructure - Monitoring - Retrieval - Million Datapoints","10-01-2020","12-31-2999",0.00080000,999999999,"MILLION DATAPOINTS","Monthly","true"
"1.209","B90936","Oracle Identity Foundation Cloud Service - Each","10-01-2020","09-30-2025",0.00000000,,"EA","Monthly","true"
"1.163","B90938","Oracle Cloud Infrastructure - Streaming - PUT or GET - Gigabytes of Data Transferred","10-01-2020","09-30-2025",0.01350000,,"GB OF DATA TRANSFERRED","Monthly","true"
"1.139","B90939","Oracle Cloud Infrastructure - Streaming - Storage - Gigabyte Per Hour","10-01-2020","09-30-2025",0.00010000,,"GB PR HR","Monthly","true"
"1.254","B90940","Oracle Cloud Infrastructure - Notifications - HTTPS Delivery - Million Delivery Operations","10-01-2020","12-31-2999",0.00000000,1,"M DLVR OPRX","Monthly","true"
"1.254","B90940","Oracle Cloud Infrastructure - Notifications - HTTPS Delivery - Million Delivery Operations","10-01-2020","12-31-2999",0.32330000,999999999,"M DLVR OPRX","Monthly","true"
"1.255","B90941","Oracle Cloud Infrastructure - Notifications - Email Delivery - 1,000 Emails Sent","10-01-2020","12-31-2999",0.00000000,1,"1000 EMAILS SENT","Monthly","true"
"1.255","B90941","Oracle Cloud Infrastructure - Notifications - Email Delivery - 1,000 Emails Sent","10-01-2020","12-31-2999",0.01080000,999999999,"1000 EMAILS SENT","Monthly","true"
"1.208","B91119","Oracle Cloud Infrastructure - Compute - Bare Metal Standard - B1 - OCPU Per Hour","10-01-2020","09-30-2025",0.03440000,,"OCPU PER HOUR","Monthly","true"
"1.210","B91120","Oracle Cloud Infrastructure - Compute - Virtual Machine Standard - B1 - OCPU Per Hour","10-01-2020","09-30-2025",0.03440000,,"OCPU PER HOUR","Monthly","true"
"1.187","B91121","Oracle Cloud SQL - Compute Capacity - OCPU Per Hour","10-01-2020","09-30-2025",0.07240000,,"OCPU PER HOUR","Monthly","true"
"1.140","B91128","Oracle Big Data Service - Compute - Standard - OCPU Per Hour","10-01-2020","09-30-2025",0.09050000,,"OCPU PER HOUR","Monthly","true"
"1.218","B91129","Oracle Big Data Service - Compute - Dense I/O - OCPU Per Hour","10-01-2020","09-30-2025",0.14420000,,"OCPU PER HOUR","Monthly","true"
"1.211","B91130","Oracle Big Data Service - Compute - HPC - OCPU Per Hour","10-01-2020","09-30-2025",0.10340000,,"OCPU PER HOUR","Monthly","true"
"1.256","B91210","Oracle Content Management - 5,000 Assets Per Month","10-01-2020","01-31-2023",71.84800000,1,"5000 ASSETS PER MONTH","Monthly","true"
"1.256","B91210","Oracle Content Management - 5,000 Assets Per Month","10-01-2020","01-31-2023",323.31600000,999999999,"5000 ASSETS PER MONTH","Monthly","true"
"1.491","B91210","Oracle Content Management - 5,000 Assets Per Month","02-01-2023","02-28-2023",71.84800000,1,"5000 ASSETS PER MONTH","Monthly","true"
"1.491","B91210","Oracle Content Management - 5,000 Assets Per Month","02-01-2023","02-28-2023",323.31600000,3,"5000 ASSETS PER MONTH","Monthly","true"
"1.491","B91210","Oracle Content Management - 5,000 Assets Per Month","02-01-2023","02-28-2023",95.97600000,100,"5000 ASSETS PER MONTH","Monthly","true"
"1.491","B91210","Oracle Content Management - 5,000 Assets Per Month","02-01-2023","02-28-2023",17.85600000,999999999999999230,"5000 ASSETS PER MONTH","Monthly","true"
"1.492","B91210","Oracle Content Management - 5,000 Assets Per Month","03-01-2023","03-31-2023",71.84800000,1,"5000 ASSETS PER MONTH","Monthly","true"
"1.492","B91210","Oracle Content Management - 5,000 Assets Per Month","03-01-2023","03-31-2023",323.31600000,3,"5000 ASSETS PER MONTH","Monthly","true"
"1.492","B91210","Oracle Content Management - 5,000 Assets Per Month","03-01-2023","03-31-2023",95.97600000,100,"5000 ASSETS PER MONTH","Monthly","true"
"1.492","B91210","Oracle Content Management - 5,000 Assets Per Month","03-01-2023","03-31-2023",17.85600000,999999999999999230,"5000 ASSETS PER MONTH","Monthly","true"
"1.493","B91210","Oracle Content Management - 5,000 Assets Per Month","04-01-2023","09-30-2025",71.84800000,1,"5000 ASSETS PER MONTH","Monthly","true"
"1.493","B91210","Oracle Content Management - 5,000 Assets Per Month","04-01-2023","09-30-2025",323.31600000,3,"5000 ASSETS PER MONTH","Monthly","true"
"1.493","B91210","Oracle Content Management - 5,000 Assets Per Month","04-01-2023","09-30-2025",95.97600000,100,"5000 ASSETS PER MONTH","Monthly","true"
"1.493","B91210","Oracle Content Management - 5,000 Assets Per Month","04-01-2023","09-30-2025",17.85600000,999999999999999,"5000 ASSETS PER MONTH","Monthly","true"
"1.141","B91211","Oracle Content Management - Outbound Data Transfer - Gigabyte Outbound Data Transfer Per Month","10-01-2020","09-30-2025",0.08080000,,"GB OUTBOUND DATA TX MO","Monthly","true"
"1.212","B91346","Oracle WebLogic Server Enterprise Edition for Oracle Cloud Infrastructure - OCPU Per Hour","10-01-2020","09-30-2025",0.17380000,,"OCPU PER HOUR","Monthly","true"
"1.164","B91347","Oracle WebLogic Suite for Oracle Cloud Infrastructure - OCPU Per Hour","10-01-2020","12-08-2022",0.48680000,,"OCPU PER HOUR","Monthly","true"
"1.489","B91347","Oracle WebLogic Suite for Oracle Cloud Infrastructure - OCPU Per Hour","12-09-2022","09-30-2025",0.43207800,,"OCPU PER HOUR","Monthly","true"
"1.165","B91363","Gen 2 Exadata Cloud at Customer - Database OCPU - OCPU Per Hour","10-01-2020","09-30-2025",0.90530000,,"OCPU PER HOUR","Monthly","true"
"1.100","B91364","Gen 2 Exadata Cloud at Customer - Database OCPU - BYOL - OCPU Per Hour","10-01-2020","09-30-2025",0.17380000,,"OCPU PER HOUR","Monthly","true"
"1.079","B91372","Oracle Cloud Infrastructure - Compute - Microsoft SQL Enterprise - OCPU Per Hour","10-01-2020","09-30-2025",0.79210000,,"OCPU PER HOUR","Monthly","true"
"1.080","B91373","Oracle Cloud Infrastructure - Compute - Microsoft SQL Standard - OCPU Per Hour","10-01-2020","09-30-2025",0.19940000,,"OCPU PER HOUR","Monthly","true"
"1.219","B91391","Oracle Autonomous Data Warehouse - Free - OCPU Per Hour","10-01-2020","12-31-2999",0.00000000,,"OCPU PER HOUR","Monthly","true"
"1.188","B91392","Oracle Autonomous Data Warehouse - Exadata Storage - Free - Terabyte Storage Capacity Per Month","10-01-2020","12-31-2999",0.00000000,,"TB STORAGE CAP PER MONTH","Monthly","true"
"1.213","B91393","Oracle Autonomous Transaction Processing - Free - OCPU Per Hour","10-01-2020","12-31-2999",0.00000000,,"OCPU PER HOUR","Monthly","true"
"1.166","B91394","Oracle Autonomous Transaction Processing - Exadata Storage - Free - Terabyte Storage Capacity Per Month","10-01-2020","12-31-2999",0.00000000,,"TB STORAGE CAP PER MONTH","Monthly","true"
"1.220","B91444","Oracle Cloud Infrastructure - Compute - Virtual Machine Standard - E2 Micro - Free - OCPU Per Hour","10-01-2020","12-31-2999",0.00000000,,"OCPU PER HOUR","Monthly","true"
"1.189","B91445","Oracle Cloud Infrastructure - Block Volume - Free - Gigabyte Storage Capacity per Month","10-01-2020","12-31-2999",0.00000000,,"GB STORAGE CAP PER MO","Monthly","true"
"1.119","B91446","Oracle Cloud Infrastructure - 10 Mbps Load Balancer - Free - Load Balancer Hour","10-01-2020","12-31-2999",0.00000000,,"LOAD BALANCER HOUR","Monthly","true"
"1.081","B91535","Oracle Cloud Infrastructure - Database Exadata Infrastructure - Quarter Rack - X8 - Hosted Environment Per Hour","10-01-2020","09-30-2025",9.77770000,,"HSTD ENVIRONMENT PER HOUR","Monthly","true"
"1.167","B91536","Oracle Cloud Infrastructure - Database Exadata Infrastructure - Half Rack - X8 - Hosted Environment Per Hour","10-01-2020","09-30-2025",19.55540000,,"HSTD ENVIRONMENT PER HOUR","Monthly","true"
"1.142","B91537","Oracle Cloud Infrastructure - Database Exadata Infrastructure - Full Rack - X8 - Hosted Environment Per Hour","10-01-2020","09-30-2025",39.11080000,,"HSTD ENVIRONMENT PER HOUR","Monthly","true"
"1.101","B91627","Oracle Cloud Infrastructure - Object Storage - Requests - 10,000 Requests per Month","10-01-2020","12-31-2999",0.00000000,5,"10000 REQUESTS PER MONTH","Monthly","true"
"1.101","B91627","Oracle Cloud Infrastructure - Object Storage - Requests - 10,000 Requests per Month","10-01-2020","12-31-2999",0.00190000,999999999,"10000 REQUESTS PER MONTH","Monthly","true"
"1.214","B91628","Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","10-01-2020","12-31-2999",0.00000000,10,"GB STORAGE CAP PER MO","Monthly","true"
"1.214","B91628","Oracle Cloud Infrastructure - Object Storage - Storage - Gigabyte Storage Capacity per Month","10-01-2020","12-31-2999",0.01370000,999999999,"GB STORAGE CAP PER MO","Monthly","true"
"1.082","B91631","Oracle Cloud Infrastructure - Data Safe for Database Cloud Service - Audit Record Collection Over 1 Million Records - 10,000 Audit Records Per Target Per Month","10-01-2020","09-30-2025",0.05390000,,"10K AUD REC PR TGT PR MO","Monthly","true"
"1.215","B91632","Oracle Cloud Infrastructure - Data Safe for Database Cloud Service - Each","10-01-2020","09-30-2025",0.00000000,,"EA","Monthly","true"
"1.120","B91633","Oracle Cloud Infrastructure - Archive Storage - Free - Gigabyte Storage Capacity per Month","10-01-2020","12-31-2999",0.00000000,10,"GB STORAGE CAP PER MO","Monthly","true"
"1.120","B91633","Oracle Cloud Infrastructure - Archive Storage - Free - Gigabyte Storage Capacity per Month","10-01-2020","12-31-2999",0.00140000,999999999,"GB STORAGE CAP PER MO","Monthly","true"
"1.143","B91961","Oracle Cloud Infrastructure - Block Volume Storage - Gigabyte Storage Capacity Per Month","10-01-2020","09-30-2025",0.01370000,,"GB STORAGE CAP PER MO","Monthly","true"
"1.190","B91962","Oracle Cloud Infrastructure - Block Volume Performance - Performance Units Per Gigabyte Per Month","10-01-2020","09-30-2025",0.00090000,,"PERF UN PR GB PR MO","Monthly","true"
"1.320","B92023","MySQL HeatWave - Standard - Node Per Hour","04-28-2021","09-30-2025",0.19054090,,"NODE PR HR","Monthly","true"
"1.321","B92024","MySQL Database for HeatWave - Standard - Node Per Hour","04-28-2021","09-30-2025",0.19054090,,"NODE PR HR","Monthly","true"
"1.168","B92072","Oracle Cloud Infrastructure - API Gateway - 1,000,000 API Calls - 1,000,000 API Calls Per Month","10-01-2020","09-30-2025",1.61660000,,"1M API CALLS PER MONTH","Monthly","true"
"1.121","B92092","Oracle Cloud Infrastructure - KMS Vault - Key Versions - Key Version per Month","10-01-2020","09-30-2025",0.00000000,20,"KEY VER PR MO","Monthly","true"
"1.121","B92092","Oracle Cloud Infrastructure - KMS Vault - Key Versions - Key Version per Month","10-01-2020","09-30-2025",0.35920000,999999999,"KEY VER PR MO","Monthly","true"
"1.083","B92181","Oracle Autonomous Transaction Processing - Dedicated - OCPU Per Hour","10-01-2020","09-30-2025",0.90530000,,"OCPU PER HOUR","Monthly","true"
"1.102","B92182","Oracle Autonomous Data Warehouse - Dedicated - OCPU Per Hour","10-01-2020","09-30-2025",0.90530000,,"OCPU PER HOUR","Monthly","true"
"1.061","B92183","Oracle Autonomous Transaction Processing - Dedicated - BYOL - OCPU Per Hour","10-01-2020","09-30-2025",0.17380000,,"OCPU PER HOUR","Monthly","true"
"1.122","B92184","Oracle Autonomous Data Warehouse - Dedicated - BYOL - OCPU Per Hour","10-01-2020","09-30-2025",0.17380000,,"OCPU PER HOUR","Monthly","true"
"1.272","B92212","Oracle Autonomous JSON Database - OCPU Per Hour","12-21-2020","09-30-2025",0.17383624,,"OCPU PER HOUR","Monthly","true"
"1.103","B92217","Oracle Content Management - Advanced Video Management - 250 Video Assets Per Month","10-01-2020","09-30-2025",161.65800000,,"250 VID AST PR MO","Monthly","true"
"1.267","B92302","Oracle Cloud Infrastructure - Blockchain Platform Cloud Service - Standard - OCPU Per Hour","10-01-2020","09-30-2025",0.11585490,,"OCPU PER HOUR","Monthly","true"
"1.263","B92303","Oracle Cloud Infrastructure - Blockchain Platform Cloud Service - Enterprise - OCPU Per Hour","10-01-2020","09-30-2025",0.23176369,,"OCPU PER HOUR","Monthly","true"
"1.265","B92304","Oracle Cloud Infrastructure - Blockchain Platform Cloud Service - Storage - Terabyte Storage Capacity Per Month","10-01-2020","09-30-2025",37.93572000,,"TB STORAGE CAP PER MONTH","Monthly","true"
"1.261","B92305","Oracle Cloud Infrastructure - Blockchain Platform Cloud Service - Enterprise - BYOL - OCPU Per Hour","10-01-2020","09-30-2025",0.17383624,,"OCPU PER HOUR","Monthly","true"
"1.084","B92306","Oracle Cloud Infrastructure - Compute - Standard - E3 - OCPU - OCPU Per Hour","10-01-2020","09-30-2025",0.01350000,,"OCPU PER HOUR","Monthly","true"
"1.104","B92307","Oracle Cloud Infrastructure - Compute - Standard - E3 - Memory - Gigabyte Per Hour","10-01-2020","09-30-2025",0.00080000,,"GB PR HR","Monthly","true"
"1.169","B92335","Essbase for Oracle Cloud Infrastructure - OCPU Per Hour","10-01-2020","09-30-2025",0.88430000,,"OCPU PER HOUR","Monthly","true"
"1.276","B92380","Oracle Cloud Infrastructure - Database Exadata Infrastructure - Quarter Rack - X8M - Hosted Environment Per Hour","12-21-2020","09-30-2025",7.82220000,,"HSTD ENVIRONMENT PER HOUR","Monthly","true"
"1.294","B92381","Oracle Cloud Infrastructure - Database Exadata Infrastructure - Database Server - X8M - Hosted Environment Per Hour","04-17-2021","09-30-2025",1.56444000,,"HSTD ENVIRONMENT PER HOUR","Monthly","true"
"1.292","B92382","Oracle Cloud Infrastructure - Database Exadata Infrastructure - Storage Server - X8M - Hosted Environment Per Hour","04-17-2021","09-30-2025",1.56444000,,"HSTD ENVIRONMENT PER HOUR","Monthly","true"
"1.221","B92386","Oracle Cloud VMware Solution - OCPU Per Hour","10-01-2020","09-30-2025",0.18240000,,"OCPU PER HOUR","Monthly","true"
"1.138","B92425","MySQL Database - Standard - E2 - OCPU Per Hour","10-01-2020","09-30-2025",0.03140000,,"OCPU PER HOUR","Monthly","true"
"1.085","B92426","MySQL Database - Storage - Gigabyte Storage Capacity per Month","10-01-2020","09-30-2025",0.02690000,,"GB STORAGE CAP PER MO","Monthly","true"
"1.258","B92450","Oracle SOA Suite for Oracle Cloud Infrastructure - OCPU Per Hour","10-01-2020","09-30-2025",0.48708024,,"OCPU PER HOUR","Monthly","true"
"1.257","B92451","Oracle SOA Suite for Oracle Cloud Infrastructure - with B2B Adapter for EDI - OCPU Per Hour","10-01-2020","09-30-2025",0.81312041,,"OCPU PER HOUR","Monthly","true"
"1.266","B92483","MySQL Database - Backup Storage - Gigabyte Storage Capacity per Month","10-01-2020","09-30-2025",0.02155440,,"GB STORAGE CAP PER MO","Monthly","true"
"1.273","B92593","Oracle Cloud Infrastructure - Logging - Storage - Gigabyte Log Storage Per Month","12-21-2020","09-30-2025",0.00000000,10,"GB LOG STG PR MO","Monthly","true"
"1.273","B92593","Oracle Cloud Infrastructure - Logging - Storage - Gigabyte Log Storage Per Month","12-21-2020","09-30-2025",0.02694300,999999999,"GB LOG STG PR MO","Monthly","true"
"1.259","B92598","Oracle Cloud Infrastructure - Data Integration - Workspace - Workspace Usage per Hour","10-01-2020","09-30-2025",0.10777205,,"WKSP USG PR HR","Monthly","true"
"1.260","B92599","Oracle Cloud Infrastructure - Data Integration - Gigabyte of Data Processed per Hour","10-01-2020","09-30-2025",0.02694301,,"GB DATA PROCESS PER HOUR","Monthly","true"
"1.283","B92601","Oracle Cloud Infrastructure - Load Balancer Base - Load Balancer Hour","12-21-2020","09-30-2025",0.00608912,,"LOAD BALANCER HOUR","Monthly","true"
"1.286","B92602","Oracle Cloud Infrastructure - Load Balancer Bandwidth - Mbps Per Hour","12-21-2020","09-30-2025",0.00005389,,"MBPS PR HR","Monthly","true"
"1.264","B92637","Oracle Content Management - BYOL -�5000 Assets Per Month","10-01-2020","09-30-2025",64.66320000,10,"5000 ASSETS PER MONTH","Monthly","true"
"1.264","B92637","Oracle Content Management - BYOL -�5000 Assets Per Month","10-01-2020","09-30-2025",32.33160000,200,"5000 ASSETS PER MONTH","Monthly","true"
"1.264","B92637","Oracle Content Management - BYOL -�5000 Assets Per Month","10-01-2020","09-30-2025",16.16580000,10000,"5000 ASSETS PER MONTH","Monthly","true"
"1.264","B92637","Oracle Content Management - BYOL -�5000 Assets Per Month","10-01-2020","09-30-2025",1.93992000,999999999,"5000 ASSETS PER MONTH","Monthly","true"
"1.324","B92682","Oracle Analytics - Professional - User Per Month","05-12-2021","09-30-2025",8.62176000,,"USER PER MONTH","Monthly","true"
"1.325","B92683","Oracle Analytics - Enterprise - User Per Month","05-12-2021","09-30-2025",43.10880000,,"USER PER MONTH","Monthly","true"
"1.268","B92686","Oracle Analytics for Fusion Applications - Free - Hosted Named User","10-01-2020","12-31-2999",0.00000000,,"HOSTED NAMED USER","Monthly","true"
"1.262","B92695","Oracle Stream Analytics for Oracle Cloud Infrastructure - OCPU Per Hour","10-01-2020","09-30-2025",0.51180923,,"OCPU PER HOUR","Monthly","true"
"1.282","B92733","Oracle Cloud Infrastructure - Data Safe for On-Premises Databases & Databases on Compute - Target Database Per Month","12-21-2020","03-31-2023",107.77200000,,"TGT DB PR MO","Monthly","true"
"1.494","B92733","Oracle Cloud Infrastructure - Data Safe for On-Premises Databases & Databases on Compute - Target Database Per Month","04-01-2023","09-30-2025",107.77200000,100,"TGT DB PR MO","Monthly","true"
"1.494","B92733","Oracle Cloud Infrastructure - Data Safe for On-Premises Databases & Databases on Compute - Target Database Per Month","04-01-2023","09-30-2025",83.70000000,300,"TGT DB PR MO","Monthly","true"
"1.494","B92733","Oracle Cloud Infrastructure - Data Safe for On-Premises Databases & Databases on Compute - Target Database Per Month","04-01-2023","09-30-2025",55.80000000,500,"TGT DB PR MO","Monthly","true"
"1.494","B92733","Oracle Cloud Infrastructure - Data Safe for On-Premises Databases & Databases on Compute - Target Database Per Month","04-01-2023","09-30-2025",27.90000000,999999999999999,"TGT DB PR MO","Monthly","true"
"1.284","B92734","Oracle Cloud Infrastructure - Data Safe for On-Premises Databases & Databases on Compute - 10,000 Audit Records Per Target Per Month","12-21-2020","09-30-2025",0.04310880,,"10K AUD REC PR TGT PR MO","Monthly","true"
"1.275","B92740","Oracle Cloud Infrastructure - Compute - GPU - E3 - GPU Per Hour","12-21-2020","09-30-2025",1.64352000,,"GPU PER HOUR","Monthly","true"
"1.280","B92759","MySQL Analytics - Bare Metal Standard - E2 - Node Per Hour","12-21-2020","09-30-2025",0.27039995,,"NODE PR HR","Monthly","true"
"1.274","B92808","Oracle Cloud Infrastructure Logging Analytics - Active Storage - Logging Analytics Storage Unit Per Month","12-21-2020","09-30-2025",0.26943000,,"LOG ANLY STG UN PR MO","Monthly","true"
"1.319","B92809","Oracle Cloud Infrastructure Logging Analytics - Archival Storage - Logging Analytics Storage Unit Per Hour","04-28-2021","09-30-2025",0.01077720,,"LOG ANLY STG UN PR HR","Monthly","true"
"1.277","B92888","Oracle Cloud Infrastructure Operations Insights for Oracle Autonomous Databases - Basic - OCPU Per Hour","12-21-2020","09-30-2025",0.00000000,,"OCPU PER HOUR","Monthly","true"
"1.357","B92889","Oracle Cloud Infrastructure Operations Insights for Cloud Databases - OCPU Per Hour","03-11-2022","09-30-2025",0.00768000,,"OCPU PER HOUR","Monthly","true"
"1.306","B92890","Oracle Cloud Infrastructure Operations Insights for External Oracle Databases and Host - Host CPU Core Per Hour","04-27-2021","09-30-2025",0.00808290,,"HST CPU CORE PR HR","Monthly","true"
"1.285","B92911","Oracle APEX Application Development - OCPU Per Hour","12-21-2020","09-30-2025",0.17383624,,"OCPU PER HOUR","Monthly","true"
"1.281","B92913","Oracle WebLogic Server Enterprise Edition for Oracle Cloud Infrastructure Container Engine for Kubernetes - OCPU Per Hour","12-21-2020","09-30-2025",0.13907977,,"OCPU PER HOUR","Monthly","true"
"1.278","B92914","Oracle WebLogic Server Suite for Oracle Cloud Infrastructure Container Engine for Kubernetes - OCPU Per Hour","12-21-2020","12-08-2022",0.38943412,,"OCPU PER HOUR","Monthly","true"
"1.490","B92914","Oracle WebLogic Server Suite for Oracle Cloud Infrastructure Container Engine for Kubernetes - OCPU Per Hour","12-09-2022","09-30-2025",0.38943412,,"OCPU PER HOUR","Monthly","true"
"1.279","B92939","Oracle Cloud Infrastructure Logging Analytics - Active Storage - Logging Analytics Storage Unit Per Hour","12-21-2020","09-30-2025",0.26943000,,"LOG ANLY STG UN PR HR","Monthly","true"
"1.311","B92940","Oracle Cloud Infrastructure Application Performance Monitoring Service - Tracing Data - Free - 1,000 Events Per Hour","04-27-2021","12-31-2999",0.00000000,,"1K EVTS PR HR","Monthly","true"
"1.309","B92941","Oracle Cloud Infrastructure Application Performance Monitoring Service - Tracing Data - 100,000 Events Per Hour","04-27-2021","09-30-2025",0.35025900,,"100K EVTS PR HR","Monthly","true"
"1.310","B92942","Oracle Cloud Infrastructure Application Performance Monitoring Service - Synthetic Usage - 10 Monitor Runs Per Hour","04-27-2021","09-30-2025",0.01077720,,"10 MTR RUNS PR HR","Monthly","true"
"1.269","B92989","Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in North America, Europe, and UK - Gigabyte Outbound Data Transfer Per Month","12-21-2020","12-31-2999",0.00000000,10240,"GB OUTBOUND DATA TX MO","Monthly","true"
"1.269","B92989","Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in North America, Europe, and UK - Gigabyte Outbound Data Transfer Per Month","12-21-2020","12-31-2999",0.00458031,999999999,"GB OUTBOUND DATA TX MO","Monthly","true"
"1.270","B92990","Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","12-21-2020","12-31-2999",0.00000000,10240,"GB OUTBOUND DATA TX MO","Monthly","true"
"1.270","B92990","Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in APAC, Japan, and South America - Gigabyte Outbound Data Transfer Per Month","12-21-2020","12-31-2999",0.01347150,999999999,"GB OUTBOUND DATA TX MO","Monthly","true"
"1.271","B92991","Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in Middle East and Africa - Gigabyte Outbound Data Transfer Per Month","12-21-2020","12-31-2999",0.00000000,10240,"GB OUTBOUND DATA TX MO","Monthly","true"
"1.271","B92991","Oracle Cloud Infrastructure - Outbound Data Transfer - Originating in Middle East and Africa - Gigabyte Outbound Data Transfer Per Month","12-21-2020","12-31-2999",0.02694300,999999999,"GB OUTBOUND DATA TX MO","Monthly","true"
"1.289","B92992","Oracle Cloud Infrastructure - GoldenGate - OCPU Per Hour","03-12-2021","09-30-2025",0.72426000,,"OCPU PER HOUR","Monthly","true"
"1.290","B92993","Oracle Cloud Infrastructure - GoldenGate - BYOL - OCPU Per Hour","03-12-2021","09-30-2025",0.17383624,,"OCPU PER HOUR","Monthly","true"
"1.314","B93004","Oracle Cloud Infrastructure - Notifications - SMS Outbound to Country Zone 1 - 1 SMS Message Sent","04-28-2021","12-31-2999",0.00000000,100,"1 SMS MSG SENT","Monthly","true"
"1.314","B93004","Oracle Cloud Infrastructure - Notifications - SMS Outbound to Country Zone 1 - 1 SMS Message Sent","04-28-2021","12-31-2999",0.00808290,999999999999999,"1 SMS MSG SENT","Monthly","true"
"1.312","B93005","Oracle Cloud Infrastructure - Notifications - SMS Outbound to Country Zone 2 - 1 SMS Message Sent","04-28-2021","12-31-2999",0.00000000,100,"1 SMS MSG SENT","Monthly","true"
"1.312","B93005","Oracle Cloud Infrastructure - Notifications - SMS Outbound to Country Zone 2 - 1 SMS Message Sent","04-28-2021","12-31-2999",0.02424870,999999999999999,"1 SMS MSG SENT","Monthly","true"
"1.316","B93006","Oracle Cloud Infrastructure - Notifications - SMS Outbound to Country Zone 3 - 1 SMS Message Sent","04-28-2021","12-31-2999",0.00000000,100,"1 SMS MSG SENT","Monthly","true"
"1.316","B93006","Oracle Cloud Infrastructure - Notifications - SMS Outbound to Country Zone 3 - 1 SMS Message Sent","04-28-2021","12-31-2999",0.04634196,999999999999999,"1 SMS MSG SENT","Monthly","true"
"1.313","B93007","Oracle Cloud Infrastructure - Notifications - SMS Outbound to Country Zone 4 - 1 SMS Message Sent","04-28-2021","12-31-2999",0.00000000,100,"1 SMS MSG SENT","Monthly","true"
"1.313","B93007","Oracle Cloud Infrastructure - Notifications - SMS Outbound to Country Zone 4 - 1 SMS Message Sent","04-28-2021","12-31-2999",0.06466320,999999999999999,"1 SMS MSG SENT","Monthly","true"
"1.315","B93008","Oracle Cloud Infrastructure - Notifications - SMS Outbound to Country Zone 5 - 1 SMS Message Sent","04-28-2021","12-31-2999",0.00000000,100,"1 SMS MSG SENT","Monthly","true"
